# 検証を通ったキャラクター紹介ポスト。x_posts.py verify が書く。
# 公式アカウントの投稿で、本文にキャラ名が出るものだけが入る。
cid	vid	character	account	status_url	kind	checked_at	note
c64479	v21787	射落 ミズキ	@CA_otomate	https://x.com/CA_otomate/status/1423562300678541312	プロフィール	2026-09-10	紹介らしい ｜ 【攻略対象キャラクター NO.09】■射落ミズキ（CV #緒方恵美）誕生日：9月1日星座：乙女座身長：172cm血液型：
c70119	v21788	桐阪 保	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1275339252188868610	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター情報】先輩の桐阪保は、女生徒に人気の高等部生徒会長。計算高い彼に振り回されながら過ごす学園生活は、一体どの
c70120	v21788	楠見 清孝	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1276438296881586176	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター情報】教師の楠見清孝は、無気力でサボりたがりな日本史担当。クジを買っては落ち込む毎日を繰り返す彼と過ごす学
c70121	v21788	楡居 凪	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1276438456814596096	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター情報】転校生の楡居凪は、一匹狼気質の現実主義者。ぶっきらぼうな彼と衝突しながら過ごす学園生活は、一体どのよ
c68370	v22597	榊原 ユウ	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1276438084670779392	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター情報】コウの双子の弟の榊原ユウは人気急上昇中の男の娘！ミステリアスで小悪魔な彼が、主人公の瞳でどのように“
c68371	v22597	榊原 コウ	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1276437930651709444	プロフィール	2026-09-10	紹介らしい ｜ 【キャラクター情報】ユウの双子の兄の榊原コウは生意気な完璧アイドル！負けず嫌いでひねくれ者の彼が、主人公の瞳でどのように
c72077	v22598	ヴィンス・ルーガン	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1273915567217336323	プロフィール	2026-09-10	紹介らしい ｜ 【ライラ・キャラクター紹介】ヴィンス・ルーガン（CV：谷山紀章）とのストーリーをご紹介！甘美な罠に絡まれるのは誰か――▼
c72078	v22598	ロラン・クライデル	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1266278882673491968	プロフィール	2026-09-10	紹介らしい ｜ 【ライラ・キャラクター紹介】世間とは真逆の価値観で育った鳥籠の鳥は、世界を知り、主人公を知り――自らの無垢さに苦しみなが
c72079	v22598	鱗 皇驪	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1275339424834846720	プロフィール	2026-09-10	紹介らしい ｜ 【ライラ・キャラクター紹介】鱗　皇驪（CV：興津和幸）とのストーリーをご紹介！甘美な罠に絡まれるのは誰か――▼ライラ 公
c72080	v22598	鱗 希驪	@triP_OTOMATE	https://x.com/triP_OTOMATE/status/1275339524768329730	プロフィール	2026-09-10	紹介らしい ｜ 【ライラ・キャラクター紹介】鱗　希驪（CV：佐藤拓也）とのストーリーをご紹介！甘美な罠に絡まれるのは誰か――▼ライラ 公
c89547	v22762	リント・ベルフェ	@makai_nightmare	https://x.com/makai_nightmare/status/2090423614646489090	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『[復刻]奪い合いは仮面の下の欲望と共に』のリント（CV:#小野賢章）とトア（CV:#ランズベリー・アー
c89548	v22762	フェン・モデア	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c89549	v22762	ガイ・モーナス	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-10	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2090423614646489090	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『[復刻]奪い合いは仮面の下の欲望と共に』のリント（CV:#小野賢章）とトア（CV:#ランズベリー・アー
c89550	v22762	トア・キフェル	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89551	v22762	ロイ・レヴィア	@makai_nightmare	https://x.com/makai_nightmare/status/2090423614646489090	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『[復刻]奪い合いは仮面の下の欲望と共に』のリント（CV:#小野賢章）とトア（CV:#ランズベリー・アー
c89553	v22762	ジャスパー・レーン	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-10	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89553	v22762	ジャスパー・レーン	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89554	v22762	ティーノ・メイズ	@makai_nightmare	https://x.com/makai_nightmare/status/2096221820676411514	販促	2026-09-10	紹介らしい ｜ ◆トア・ジャスパー・ティーノが登場◆ストーリーイベント『異国で深めるカレとの絆』の攻略キャラにトア（CV:#ランズベリー
c89554	v22762	ティーノ・メイズ	@makai_nightmare	https://x.com/makai_nightmare/status/2095859428650033432	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆『異国で深めるカレとの絆』のトア（CV:#ランズベリー・アーサー）とジャスパー（CV:#水石亜飛夢）とテ
c89561	v22762	ディア・ベルフェ	@makai_nightmare	https://x.com/makai_nightmare/status/2094409871714103449	販促	2026-09-10	紹介らしい ｜ ◆イベント情報◆次回イベント『異国で深めるカレとの絆』の情報が公開！アプリではガイ（CV:#染谷俊之）とフェン（CV:#
c96191	v22762	アキア・モーナス	@makai_nightmare	https://x.com/makai_nightmare/status/2090816207498727621	誕生日	2026-09-10	紹介らしい ｜ ❤HappyBirthday✨アキア❤今日はアキア（CV:#小林千晃）の誕生日✨ロビンからのジョウロのプレゼントにアキア
c91707	v22986	上久保数馬	@LP_otomate	https://x.com/LP_otomate/status/1341225561411125249	プロフィール	2026-09-10	紹介らしい ｜ ■上久保数馬（CV.#古川慎）年齢：20歳誕生日：6月18日星座：双子座血液型：B型身長：179㎝「俺が一流のヘアメイク
c91708	v22986	瀬名由稀人	@LP_otomate	https://x.com/LP_otomate/status/1343481990348038144	プロフィール	2026-09-10	紹介らしい ｜ ■瀬名由稀人（CV.#鈴木達央）年齢：24歳誕生日：2月6日星座：水瓶座血液型：O型身長：185㎝「いや～、オレってなん
c91710	v22986	真木野春三	@LP_otomate	https://x.com/LP_otomate/status/1346389064199462913	プロフィール	2026-09-10	紹介らしい ｜ ■真木野春三（CV.#河西健吾）年齢：21歳誕生日：9月10日星座：乙女座血液型：A型身長：176㎝「すみません。ぼくの
c94136	v22986	浅木 詠一郎	@LP_otomate	https://x.com/LP_otomate/status/1351365910632697858	プロフィール	2026-09-10	紹介らしい ｜ ■浅木詠一郎（CV.#森川智之）年齢：32歳誕生日：7月7日星座：蟹座血液型：B型身長：181㎝「折角良いものを持ってい
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1906544227493843347	フルネーム	2026-09-10	紹介らしい ｜ 【FD三周年記念・メッセージ】――久方ぶりに会うが、何もなかったか？源 頼朝／CV. #古川慎#ビルシャナ pic.tw
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1774089449128796670	フルネーム	2026-09-10	紹介らしい ｜ 【FD二周年記念・壁紙①】源 義経源 頼朝（cv.#古川慎）※壁紙サイズ：1920×1080／2340×1080#ビルシ
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1451745197696569355	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・一】源 頼朝（みなもとの よりとも） ／ 声：古川 慎冷酷非情×源氏の嫡子「義経、これからも嘘偽りなき心を、
c74607	v22987	源 頼朝	@birushana_info	https://x.com/birushana_info/status/1454644296037158913	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・九】佐々木 高綱（ささき たかつな） ／ 声：天月快活元気×最年少「困ったことがあったらなんでも言って。　俺
c74608	v22987	武蔵坊 弁慶	@birushana_info	https://x.com/birushana_info/status/1774089952395219217	フルネーム	2026-09-10	紹介らしい ｜ 【FD二周年記念・壁紙③】武蔵坊弁慶（cv.#梅原裕一郎）春玄（cv.#斉藤壮馬）※壁紙サイズ：1920×1080／23
c74608	v22987	武蔵坊 弁慶	@birushana_info	https://x.com/birushana_info/status/1452832360161030147	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・四】武蔵坊 弁慶（むさしぼう べんけい） ／ 声：梅原裕一郎絶対的忠誠×家来「これは拙者の願いと誓いが込めら
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1906543975877791772	フルネーム	2026-09-10	紹介らしい ｜ 【FD三周年記念・メッセージ】――私を放って、どこに行っていたんだい？平 知盛／CV. #福山潤#ビルシャナ pic.t
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1774089700929597829	フルネーム	2026-09-10	紹介らしい ｜ 【FD二周年記念・壁紙②】平 知盛（cv.#福山潤）平 教経（cv.#河西健吾）※壁紙サイズ：1920×1080／234
c74609	v22987	平 知盛	@birushana_info	https://x.com/birushana_info/status/1452107587869048832	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・二】平 知盛（たいらの とももり） ／ 声：福山 潤冷静沈着×敵総大将「私はそなたへの想いでいっぱいになって
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1906542214487867455	フルネーム	2026-09-10	紹介らしい ｜ 【FD三周年記念・メッセージ】――こうして会うのは久々だな。平 教経／CV. #河西健吾#ビルシャナ pic.twitt
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1774089700929597829	フルネーム	2026-09-10	紹介らしい ｜ 【FD二周年記念・壁紙②】平 知盛（cv.#福山潤）平 教経（cv.#河西健吾）※壁紙サイズ：1920×1080／234
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1452469969984229377	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・三】平 教経（たいらの のりつね） ／ 声：河西健吾勇猛果敢×宿敵「もう嫌と言っても離さないからな。　俺たち
c74610	v22987	平 教経	@birushana_info	https://x.com/birushana_info/status/1287956280116559872	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・十四】平 教盛（たいらの のりもり） ／ 声：鷲見昂大「……好きに戦え、教経。どのような形となろうと、私が見
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1906543724206633315	その他	2026-09-10	紹介らしい ｜ 【FD三周年記念・メッセージ】――やっと会えて嬉しいよ。春玄／CV. #斉藤壮馬#ビルシャナ pic.twitter.c
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1774089952395219217	その他	2026-09-10	紹介らしい ｜ 【FD二周年記念・壁紙③】武蔵坊弁慶（cv.#梅原裕一郎）春玄（cv.#斉藤壮馬）※壁紙サイズ：1920×1080／23
c74611	v22987	春玄	@birushana_info	https://x.com/birushana_info/status/1453194749360365571	プロフィール	2026-09-10	要確認 ｜ 【人物紹介・五】春玄（しゅんげん） ／ 声：斉藤壮馬共生共死×幼馴染「お前が喜ぶことや望むことは　どんなことだって俺のこ
c83402	v24240	ミシェル・アレックス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849737723222909426	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布①】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83402	v24240	ミシェル・アレックス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218052461859318	プロフィール	2026-09-10	紹介らしい ｜ 【５周年！　その⑤】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。自他共に認める、チ
c83403	v24240	カヌス・エスパーダ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738188719309282	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布②】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83403	v24240	カヌス・エスパーダ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218448295121160	プロフィール	2026-09-10	紹介らしい ｜ 【５周年！　その⑥】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。妖精界・メディオ出
c83404	v24240	イル・ファド・デ・リエ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738188719309282	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布②】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83404	v24240	イル・ファド・デ・リエ	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844218762322694382	プロフィール	2026-09-10	紹介らしい ｜ 【５周年！　その⑦】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。天界・カエルム出身
c83405	v24240	イグニス・カリブンクルス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738619566817403	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布③】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83405	v24240	イグニス・カリブンクルス	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844219246194327791	プロフィール	2026-09-10	紹介らしい ｜ 【５周年！　その⑧】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。獣界・ベスティア出
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849738619566817403	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布③】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1972149494470135826	誕生日	2026-09-10	要確認 ｜ 【お誕生日】9/28は凛堂香のBIRTHDAY！「はは、ありがとう。いくつになっても、大切な人からのお祝いは嬉しいね。お
c83406	v24240	凛堂 香	@Enchanteotomate	https://x.com/Enchanteotomate/status/1844219586302070814	プロフィール	2026-09-10	紹介らしい ｜ 【５周年！　その⑨】2019年10月10日発売済『幻奏喫茶アンシャンテ』攻略可能キャラクターのご紹介。政府機関に所属する
c83407	v24240	淡木 琴音	@Enchanteotomate	https://x.com/Enchanteotomate/status/1849737723222909426	アイコン配布	2026-09-10	紹介らしい ｜ 【X用アイコンの配布①】2024年10月10日にて、本作は５周年を迎えたため記念アイコンを制作させていただきました。よろ
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059485999022092673	その他	2026-09-10	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059488515591692500	その他	2026-09-10	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059501098680148099	その他	2026-09-10	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1975033269725884781	その他	2026-09-10	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1986272325839302775	その他	2026-09-10	過去セッション収集ぶんを復元
c74512	v24241	オランピア	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199873150239956992	プロフィール	2026-09-10	手で指定 ｜ 【登場人物情報】オランピア「私の魂の半身……本当にそんな人がいるのかしら。いいえ……いて欲しい」#オラソワ pic.tw
c74513	v24241	朱砂 (アカザ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059485999022092673	その他	2026-09-10	過去セッション収集ぶんを復元
c74513	v24241	朱砂 (アカザ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199873659487186944	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】朱砂 アカザ「何としても【白】を守り、残さねばならない」CV：松岡禎丞#オラソワ pic.twitter
c74514	v24241	玄葉 (クロバ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1924666389035679770	プロフィール	2026-09-10	過去セッション収集ぶんを復元
c74514	v24241	玄葉 (クロバ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199874108651032576	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】玄葉 クロバ「婿捜しなら男が沢山いそうな場所に行くべきだ。それとも俺とデートとか」CV：杉田智和#オラソ
c74515	v24241	璃空 (リクウ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059488515591692500	その他	2026-09-10	過去セッション収集ぶんを復元
c74515	v24241	璃空 (リクウ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199874617587879942	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】璃空 リクウ「手形がない者を通すことは出来ません」CV：島﨑信長#オラソワ pic.twitter.co
c74516	v24241	天草 四郎 時貞 (アマクサ シロウ トキサダ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/2006579887604486267	フルネーム	2026-09-10	過去セッション収集ぶんを復元
c74516	v24241	天草 四郎 時貞 (アマクサ シロウ トキサダ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875077421985792	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】天草四郎時貞 アマクサシロウトキサダ「僕は【緑】の天草四郎時貞。仲良くしてくれたら嬉しいです」CV：上村
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1975033269725884781	その他	2026-09-10	過去セッション収集ぶんを復元
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1986272325839302775	その他	2026-09-10	過去セッション収集ぶんを復元
c74517	v24241	縁 (ヨスガ)	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875426442608640	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】縁 ヨスガ「美しいお嬢さん、恋の行方を占いませんか」CV：内田雄馬#オラソワ pic.twitter.c
c74518	v24241	ヒムカ	@Olympia_otomate	https://x.com/Olympia_otomate/status/2059501098680148099	その他	2026-09-10	過去セッション収集ぶんを復元
c74518	v24241	ヒムカ	@Olympia_otomate	https://x.com/Olympia_otomate/status/1199875736573595648	プロフィール	2026-09-10	紹介らしい ｜ 【登場人物情報】ヒムカ「この世界から消えたいのなら消してあげましょうか」CV：堀江 瞬#オラソワ pic.twitter
c81176	v25197	テウタ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-10	過去セッション収集ぶんを復元
c81176	v25197	テウタ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089065152740118529	プロフィール	2026-09-10	手で指定 ｜ 『変えられる』主人公【テウタ】※名前変更可、デフォルトネームボイス有、ボイス有（ON/OFF選択可）「私にとっては『再放
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1659435043977334786	その他	2026-09-10	過去セッション収集ぶんを復元
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2017432653906252175	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81177	v25197	リンボ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089099483055415296	プロフィール	2026-09-10	手で指定 ｜ 『絶対無罪』の悪徳弁護士【リンボ】 「法律が守るのはこの世界の『形』だけだ。何が正義かは、俺が決める」 公式サイトでは2
c81178	v25197	シュウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2070509075188863141	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81178	v25197	シュウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089151511043629057	プロフィール	2026-09-10	手で指定 ｜ 殺し屋を静かに消し去るキラー・キラー【シュウ】 「復讐の種は一粒残さず、確実に殺す」 公式サイトでは2月1日から順次キャ
c81183	v25197	ヘルベチカ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-10	過去セッション収集ぶんを復元
c81183	v25197	ヘルベチカ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089348212098400257	プロフィール	2026-09-10	手で指定 ｜ 外見を作り変えるプロフェッショナル【ヘルベチカ】 「第一印象の9割は外見です。美しくなることを恐れないで」 公式サイトで
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2017432653906252175	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2022320318866723126	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324102142652776	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322857759785077	その他	2026-09-10	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322691522736598	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81184	v25197	モズ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089376101594361856	プロフィール	2026-09-10	手で指定 ｜ 死のスペシャリスト【モズ】 「人は誰でも、死に取り憑かれる」 公式サイトでは2月1日から順次キャラクターページを公開しま
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039209416202064086	その他	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324102142652776	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322857759785077	その他	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039322691522736598	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2039324328614064532	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/2045373715089875300	誕生日	2026-09-10	過去セッション収集ぶんを復元
c81185	v25197	スケアクロウ	@BUSTAFELLOWS	https://x.com/BUSTAFELLOWS/status/1089436343447445504	プロフィール	2026-09-10	手で指定 ｜ 自称『裏社会のボス』【スケアクロウ】 「待たせたな。俺がスケアクロウ……裏社会のボスだ！」 公式サイトでは2月1日から順
c83409	v25911	瀬見 季継	@D6_Info	https://x.com/D6_Info/status/1550410320165888001	プロフィール	2026-09-10	要確認 ｜ 【瀬見季継】少し緊張しておりまして……というか、なんで瀬見班の皆さん巡回でいらっしゃらないんですか！？#ダイロク　#第六
c83409	v25911	瀬見 季継	@D6_Info	https://x.com/D6_Info/status/1538827807807381504	フルネーム	2026-09-10	要確認 ｜ 【小噺⑤：瀬見季継】ナカクニに雨が降って……？#ダイロク　#第六妖守 pic.twitter.com/k1ulpIKrC
c83410	v25911	悪虂王	@D6_Info	https://x.com/D6_Info/status/1550407300736684032	プロフィール	2026-09-10	要確認 ｜ 【悪虂王】ご推察通りです！お話しした時にとても良い笑顔だったのでいただいてまいりました！！#ダイロク　#第六妖守 pic
c83410	v25911	悪虂王	@D6_Info	https://x.com/D6_Info/status/1538818941639958528	その他	2026-09-10	要確認 ｜ 【小噺④：悪虂王】いつも通りのマカツヒですが、いつもとはちょっと違う……？#ダイロク　#第六妖守 pic.twitter
c83411	v25911	白月	@D6_Info	https://x.com/D6_Info/status/1550408810363138048	プロフィール	2026-09-10	要確認 ｜ 【白月】少々手元が狂ったようで……イケメンを写真に収めるのは荷が重かったです！！#ダイロク　#第六妖守 pic.twit
c83411	v25911	白月	@D6_Info	https://x.com/D6_Info/status/1538816427796275200	その他	2026-09-10	要確認 ｜ 【小噺③：白月】珍しく真面目なお話をされているようですが……？#ダイロク　#第六妖守 pic.twitter.com/b
c83412	v25911	比良	@D6_Info	https://x.com/D6_Info/status/1550409565371523072	プロフィール	2026-09-10	要確認 ｜ 【比良】空気、空気です。と唱えながら撮ってきました。#ダイロク　#第六妖守 pic.twitter.com/690P6h
c83412	v25911	比良	@D6_Info	https://x.com/D6_Info/status/1538813909049614337	その他	2026-09-10	要確認 ｜ 【小噺②：比良】アマツナが大変なことになったようですが……？#ダイロク　#第六妖守 pic.twitter.com/lW
c100078	v25912	ジュピター	@CP_otomate	https://x.com/CP_otomate/status/1708497000797520105	誕生日	2026-09-10	要確認 ｜ 【ジュピター💛Happy Birthday】10/2はジュピターの誕生日🍰ケーキ欲しさにエイプリルフールに便乗した4/1
c89445	v25912	リネット・ミラー	@CP_otomate	https://x.com/CP_otomate/status/1651860668361109504	フルネーム	2026-09-10	紹介らしい ｜ 【🍩FDキャラクター／ヒロイン】リネット・ミラー（CV.なし）※名前変更可能／ただし、一部ルートでは結婚後のためファミリ
c89446	v25912	ギル・ラヴクラフト	@CP_otomate	https://x.com/CP_otomate/status/1243372243914084352	フルネーム	2026-09-10	紹介らしい ｜ 【Case.1 失恋パラサイト】ギル・ラヴクラフト（CV.木村良平）雑誌などの編集を担当するフリーエディター。2年前の失
c89447	v25912	シェルビー・スネイル	@CP_otomate	https://x.com/CP_otomate/status/1243372553080459266	フルネーム	2026-09-10	紹介らしい ｜ 【Case.2 地位パラサイト】シェルビー・スネイル（CV.KENN）全てが“SSランク”なヒロインが勤めるキューピット
c89448	v25912	ラウル・アコニット	@CP_otomate	https://x.com/CP_otomate/status/1243372680440467458	フルネーム	2026-09-10	紹介らしい ｜ 【Case.3 趣味パラサイト】ラウル・アコニット（CV.八代 拓)迫力あるアクション演技と甘いルックスで大人気のムービ
c89449	v25912	螢彩院・F・琉輝	@CP_otomate	https://x.com/CP_otomate/status/1243372778482356225	フルネーム	2026-09-10	紹介らしい ｜ 【Case.4 外見パラサイト】螢彩院・F・琉輝（CV.榎木淳弥)天才的な色彩感覚を持ち、自身のファッションブランドも展
c89450	v25912	アラン・メルヴィル	@CP_otomate	https://x.com/CP_otomate/status/1243372961010036737	フルネーム	2026-09-10	紹介らしい ｜ 【Case.5 略奪パラサイト】アラン・メルヴィル（CV.古川 慎)想い人がいる女性会員を口説き略奪してしまう、超厄介会
c91059	v25914	アンリ・ランベール	@pf_otomate	https://x.com/pf_otomate/status/1308693084360921090	プロフィール	2026-09-10	紹介らしい ｜ 【攻略キャラクター紹介】◆過去に囚われし者アンリ・ランベール／Henri LambertCV.立花慎之介#ピオフィ pi
c51379	v25916	山崎 烝	@HakuokiShinkai	https://x.com/HakuokiShinkai/status/1541345590344302593	フルネーム	2026-09-10	紹介らしい ｜ シリーズ最新作『薄桜鬼 真改 天雲ノ抄』キャラクター紹介⑨攻略対象キャラクター⚔山崎烝(CV．#鈴木貴征)⏰2022年1
